name,location,website,schoolName,description,type,grades,address,city,state,zip,zip2,phone,phone2,county,lat,lon,district,number,website,gs-url,Gs-rank,yearupdate,Number2
602929,63570007138,19649806022602,Point Dume Elementary School,"Point Dume Elementary School, a public school located in Malibu, CA, serves grades K-5 in the Santa Monica-Malibu Unified School District.It has received a GreatSchools Rating of 6 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5",6955 Fernhill Drive,Malibu,CA,90265,6037,(310) 457-9370,(310) 457-8064,Los Angeles County,34.012856,-118.802177,Santa Monica-Malibu Unified School District,313,http://www.pointdume.smmusd.org/,https://www.greatschools.org/california/malibu/2929-Point-Dume-Elementary-School/,6,2022,0.48957381908111400
602920,63570010248,19649806022537,Juan Cabrillo Elementary School,"Juan Cabrillo Elementary School, a public school located in Malibu, CA, serves grades K-5 in the Santa Monica-Malibu Unified School District.",public,"KG,1,2,3,4,5",30237 Morning View Drive,Malibu,CA,90265,6037,(310) 457-0360,(310) 457-0367,Los Angeles County,34.024864,-118.828682,Santa Monica-Malibu Unified School District,313,http://www.cabrillo.smmusd.org/,https://www.greatschools.org/california/malibu/2920-Juan-Cabrillo-Elementary-School/,,,1.2991897299514100
632873,63570014384,19649800139311,Malibu Middle,"Malibu Middle, a public school located in Malibu, CA, serves grades Ungraded in the Santa Monica-Malibu Unified School District.",public,UG,30237 Morning View Drive,Malibu,CA,90265,6037,(310) 457-6801,,Los Angeles County,34.024864,-118.828682,Santa Monica-Malibu Unified School District,313,http://malibu.smmusd.org,https://www.greatschools.org/california/malibu/32873-Malibu-Middle/,,2022,1.2991897299514100
623870,,19649806133573,St. Aidan's School,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.4732702225757100
630767,BB100108,,St Aidans School,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.4736859209365300
625998,,19649806200695,Moreau Academy,"Moreau Academy, a private school located in Malibu, CA, serves grades 1-12 in the .",private,"1,2,3,4,5,6,7,8,9,10,11,12",31222 Anacapa View Drive,Malibu,CA,90265,6037,(424) 644-0347,,Los Angeles,34.043682,-118.851189,,0,,https://www.greatschools.org/california/malibu/25998-Moreau-Academy/,,,3.1229856338623300
630690,BB120092,19649806140057,Mckinna Learning Center,"Mckinna Learning Center, a private school located in Malibu, CA, serves grades 4-10 in the .",private,"4,5,6,7,8,9,10",28990 PACIFIC COAST HWY STE 217,Malibu,CA,90265,6037,(310) 589-8144,,LOS ANGELES,34.06155,-118.836372,,0,,https://www.greatschools.org/california/malibu/30690-Mckinna-Learning-Center/,,,3.637100053438060
607888,69277,19649806962914,Our Lady Of Malibu,"Our Lady Of Malibu, a private school located in Malibu, CA, serves grades K-8 in the .",private,"KG,1,2,3,4,5,6,7,8",3625 Winter Canyon Road,Malibu,CA,90265,6037,(310) 456-8071,(310) 456-7767,Los Angeles County,34.038502,-118.69989,,0,www.olmalibuschool.org,https://www.greatschools.org/california/malibu/7888-Our-Lady-Of-Malibu/,,,6.578147563597500
602933,63570006104,19649806022636,Webster Elementary School,"Webster Elementary School, a public school located in Malibu, CA, serves grades K-5 in the Santa Monica-Malibu Unified School District.It has received a GreatSchools Rating of 9 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5",3602 Winter Canyon Road,Malibu,CA,90265,6037,(310) 456-6494,(310) 456-9304,Los Angeles County,34.038708,-118.698685,Santa Monica-Malibu Unified School District,313,http://www.webster.smmusd.org,https://www.greatschools.org/california/malibu/2933-Webster-Elementary-School/,9,2022,6.648455267376690
630709,BB120090,,Moreau Academy,"Moreau Academy, a private school located in Malibu, CA, serves grades 1-11 in the .",private,"1,2,3,4,5,6,7,8,9,10,11",Po Box 6144,Malibu,CA,90264,6037,(424) 644-0347,,Los Angeles,34.034904,-118.694183,,0,,https://www.greatschools.org/california/malibu/30709-Moreau-Academy/,,,6.835756894130510
610813,K9500041,,Ilan Ramon Day School,"Ilan Ramon Day School, a private school located in Agoura Hills, CA, serves grades PK-5 in the .",private,"PK,TK,KG,1,2,3,4,5",27400 CANWOOD ST,Agoura Hills,CA,91301,6037,(818) 707-2365,(818) 707-9052,LOS ANGELES,34.112991,-118.754784,,0,www.ilanramondayschool.com,https://www.greatschools.org/california/agoura-hills/10813-Ilan-Ramon-Day-School/,,,7.589006052170460
609789,A9101111,19646836901276,Montessori School Of Agoura,"Montessori School Of Agoura, a private school located in Agoura Hills, CA, serves grades PK-K in the .",private,"PK,TK,KG",28124 DRIVER AVENUE,Agoura Hills,CA,91301,6037,(818) 991-8936,,LOS ANGELES,34.112991,-118.754784,,0,http://montessoriagoura.com/,https://www.greatschools.org/california/agoura-hills/9789-Montessori-School-Of-Agoura/,,,7.589006052170460
609126,1611449,19647336905830,Calmont,"Calmont, a private school located in Calabasas, CA, serves grades PK-9 in the .",private,"PK,KG,1,2,3,4,5,6,7,8,9",1666 Las Virgenes Canyon Road,Calabasas,CA,91302,6037,(818) 880-8820,(818) 880-8860,Los Angeles,34.095387,-118.708939,,0,,https://www.greatschools.org/california/calabasas/9126-Calmont/,,,8.125467582984330
624959,A0990016,19646836136188,MUSE School CA,"MUSE School CA, a private school located in Calabasas, CA, serves grades PK-12 in the .",private,"PK,TK,KG,1,2,3,4,5,6,7,8,9,10,11,12",1666 Las Virgenes Canyon Road,Calabasas,CA,91302,6037,(818) 880-5437,,Los Angeles County,34.093243,-118.703629,,0,www.museschool.org,https://www.greatschools.org/california/calabasas/24959-MUSE-School-CA/,,,8.24630718182609
625948,,19647336141576,Carpe Diem Academy,"Carpe Diem Academy, a private school located in Agoura, CA, serves grades 1-12 in the .",private,"1,2,3,4,5,6,7,8,9,10,11,12",29091 Wagon Road,Agoura,CA,91301,6037,(818) 324-8803,,Los Angeles,34.128494,-118.755516,,0,,https://www.greatschools.org/california/agoura/25948-Carpe-Diem-Academy/,,,8.5564952092162
609155,1896772,19646836922918,Saint Jude The Apostle,"Saint Jude The Apostle, a private school located in Westlake Village, CA, serves grades K-8 in the .",private,"KG,1,2,3,4,5,6,7,8",32036 Lindero Canyon Road,Westlake Village,CA,91361,6037,(818) 889-9483,,Los Angeles,34.138359,-118.820312,,0,,https://www.greatschools.org/california/westlake-village/9155-Saint-Jude-The-Apostle/,,,8.651370437570680
633642,A1900757,,St Jude the Apostle School,"St Jude the Apostle School, a private school located in Westlake Village, CA, serves grades K-8 in the .",private,"KG,1,2,3,4,5,6,7,8",32036 Lindero Canyon Road,Westlake Village,CA,91361,6037,(818) 089-9483,,Los Angeles County,34.138523,-118.820625,,0,,https://www.greatschools.org/california/westlake-village/33642-St-Jude-The-Apostle-School/,,,8.663834242608770
602631,62100002526,19646836014815,White Oak Elementary School,"White Oak Elementary School, a public school located in Westlake Village, CA, serves grades K-5 in the Las Virgenes Unified School District.It has received a GreatSchools Rating of 8 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5",31761 Village School Road,Westlake Village,CA,91361,6037,(818) 889-1450,(818) 889-5904,Los Angeles County,34.144119,-118.813179,Las Virgenes Unified School District,294,http://www.whiteoakelementary.org,https://www.greatschools.org/california/westlake-village/2631-White-Oak-Elementary-School/,8,2022,9.032957609951910
623625,,,Westminster Presbyterian Pre-School,"Westminster Presbyterian Pre-School, a private school located in Westlake Village, CA, serves grades PK-K in the .",private,"PK,KG",32111 Watergate Road,Westlake Village,CA,91361,6037,(818) 889-1491,,Los Angeles,34.14603,-118.820534,,0,,https://www.greatschools.org/california/westlake-village/23625-Westminster-Presbyterian-Pre-School/,,,9.18114444430636
607601,60964001030,56737596071286,Westlake Elementary School,"Westlake Elementary School, a public school located in Westlake Village, CA, serves grades K-5 in the Conejo Valley Unified School District.It has received a GreatSchools Rating of 9 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5",1571 East Potrero Road,Westlake Village,CA,91361,6111,(805) 374-2150,(805) 496-4006,Ventura County,34.143909,-118.850739,Conejo Valley Unified School District,1011,,https://www.greatschools.org/california/westlake-village/7601-Westlake-Elementary-School/,9,2022,9.303903463531630
612816,E9402148,19646836912778,Born Learners School,"Born Learners School, a private school located in Agoura Hills, CA, serves grades PK-K in the .",private,"PK,TK,KG",28348 Agoura Road,Agoura Hills,CA,91301,6037,(818) 991-7752,(818) 991-7753,Los Angeles County,34.140945,-118.744514,,0,http://www.bornlearnersschool.com/,https://www.greatschools.org/california/agoura-hills/12816-Born-Learners-School/,,,9.592081847216870
615178,A0300200,19646837101371,Conejo Jewish Day School,"Conejo Jewish Day School, a private school located in Agoura Hills, CA, serves grades K-8 in the .",private,"KG,1,2,3,4,5,6,7,8",Po Box 1673,Agoura Hills,CA,91376,6037,(805) 494-7217,,Los Angeles,34.139999,-118.739998,,0,,https://www.greatschools.org/california/agoura-hills/15178-Conejo-Jewish-Day-School/,,,9.637692470205180
623622,,,Growing Place Pre-School,"Growing Place Pre-School, a private school located in Thousand Oaks, CA, serves grades PK-K in the .",private,"PK,KG",1049 South Westlake Boulevard,Thousand Oaks,CA,91361,6111,(805) 497-7064,,Ventura,34.151997,-118.829994,,0,,https://www.greatschools.org/california/thousand-oaks/23622-Growing-Place-Pre-School/,,,9.639605055488590
615677,BB945682,56737597089170,Growing Place Preschool and Kindergarten,"Growing Place Preschool and Kindergarten, a private school located in Westlake Village, CA, serves grades PK-K in the .",private,"PK,KG",1049 Westlake Boulevard,Westlake Village,CA,91361,6111,(805) 497-7064,,Ventura,34.152645,-118.828812,,0,www.growingplacewlv.org,https://www.greatschools.org/california/westlake-village/15677-Growing-Place-Preschool-And-Kindergarten/,,,9.676602830974190
613040,A0101167,19646837101058,Oaks Christian School,"Oaks Christian School, a private school located in Westlake Village, CA, serves grades 5-12 in the .",private,"5,6,7,8,9,10,11,12",31749 La Tienda Road,Westlake Village,CA,91362,6037,(818) 575-9203,(818) 575-9951,Los Angeles County,34.153648,-118.809288,,0,www.oakschristian.org,https://www.greatschools.org/california/westlake-village/13040-Oaks-Christian-School/,,,9.690573464898650
623628,,,Kinder Care Learning Center,"Kinder Care Learning Center, a private school located in Westlake Village, CA, serves grades PK-K in the .",private,"PK,KG",917 Hampshire Road,Westlake Village,CA,91361,6111,,,Ventura,34.152946,-118.831245,,0,,https://www.greatschools.org/california/westlake-village/23628-Kinder-Care-Learning-Center/,,,9.713150732598460
615255,A0300390,56737597079353,Kindercare Learning Center,"Kindercare Learning Center, a private school located in Westlake Village, CA, serves grades K in the .",private,KG,917 Hampshire Road,Westlake Village,CA,91361,6111,(818) 889-6870,(805) 496-7281,Ventura,34.152962,-118.831139,,0,http://www.kindercare.com/our-centers/westlake-village/ca/000874/?cid=greatschools_000874,https://www.greatschools.org/california/westlake-village/15255-Kindercare-Learning-Center/,,,9.713512992903920
626424,,56737596142087,Veritas Hall School,"Veritas Hall School, a private school located in Westlake Village, CA, serves grades K-9 in the .",private,"KG,1,2,3,4,5,6,7,8,9",900 Hampshire Road,Westlake Village,CA,93061,6111,(805) 207-6479,,Ventura,34.153984,-118.831039,,0,,https://www.greatschools.org/california/westlake-village/26424-Veritas-Hall-School/,,,9.782933376415180
609301,1901059,56737596984306,Carden Conejo School,"Carden Conejo School, a private school located in Westlake Village, CA, serves grades PK-5 in the .",private,"PK,TK,KG,1,2,3,4,5",975 Evenstar Avenue,Westlake Village,CA,91361,6111,(805) 497-7005,,Ventura County,34.153576,-118.835144,,0,https://www.cardenconejo.com/,https://www.greatschools.org/california/westlake-village/9301-Carden-Conejo-School/,,,9.785752544521360
616815,,56737597098247,Malibu Cove Private,"Malibu Cove Private, a private school located in Westlake Village, CA, serves grades K-12 in the .",private,"KG,1,2,3,4,5,6,7,8,9,10,11,12",860 Hampshire Road,Westlake Village,CA,91361,6111,(805) 267-4818,(818) 224-7133,Ventura,34.155346,-118.830925,,0,http://www.seascapecenter.com/,https://www.greatschools.org/california/westlake-village/16815-Malibu-Cove-Private/,,,9.875610498713760
631762,60198513843,10623310130880,Compass Charter Schools of Fresno,"Compass Charter Schools of Fresno, a charter school located in Thousand Oaks, CA, serves grades K-12 in the Compass Charter Schools of Fresno District.",charter,"KG,1,2,3,4,5,6,7,8,9,10,11,12",850 Hampshire Road,Thousand Oaks,CA,91361,6111,(855) 937-4227,(805) 590-7077,Ventura County,34.155678,-118.830826,Compass Charter Schools of Fresno District,2057,http://www.compasscharters.org,https://www.greatschools.org/california/thousand-oaks/31762-Compass-Charter-Schools-Of-Fresno/,,,9.897731368138490
632417,60179014045,19753090135145,Compass Charter Schools,"Compass Charter Schools, a charter school located in Thousand Oaks, CA, serves grades K-12 in the Compass Charter Schools of Los Angeles District.It has received a GreatSchools Rating of 4 out of 10, based on a variety of school quality measures.",charter,"KG,1,2,3,4,5,6,7,8,9,10,11,12",850 Hampshire Road,Thousand Oaks,CA,91361,6111,(855) 937-4227,,Ventura County,34.155678,-118.830826,Compass Charter Schools of Los Angeles District,2058,http://www.compasscharters.org,https://www.greatschools.org/california/thousand-oaks/32417-Compass-Charter-Schools/,4,2022,9.897731368138490
627078,62610013179,37682130127084,Compass Charter Schools Of San Diego,"Compass Charter Schools Of San Diego, a charter school located in Thousand Oaks, CA, serves grades K-12 in the Mountain Empire Unified School District.It has received a GreatSchools Rating of 5 out of 10, based on a variety of school quality measures.",charter,"KG,1,2,3,4,5,6,7,8,9,10,11,12",850 Hampshire Road Suite P,Thousand Oaks,CA,91361,6073,(855) 937-4227,,San Diego,34.155697,-118.830887,Mountain Empire Unified School District,695,www.compasscharters.org,https://www.greatschools.org/california/thousand-oaks/27078-Compass-Charter-Schools-Of-San-Diego/,5,2022,9.899440143164280
625238,69104712801,56105610122713,River Oaks Academy,"River Oaks Academy, a charter school located in Westlake Village, CA, serves grades K-12 in the Ventura County Office Of Education School District.It has received a GreatSchools Rating of 8 out of 10, based on a variety of school quality measures.",charter,"KG,1,2,3,4,5,6,7,8,9,10,11,12","920 Hampshire Road, Suite X",Westlake Village,CA,91361,6111,(805) 777-7999,(805) 777-7998,Ventura,34.155849,-118.830429,Ventura County Office Of Education School District,1077,http://www.roavc.com,https://www.greatschools.org/california/westlake-village/25238-River-Oaks-Academy/,8,2022,9.906850634421570
623228,,,Yerba Buena Day Care Center,"Yerba Buena Day Care Center, a private school located in Westlake Village, CA, serves grades PK-K in the .",private,"PK,KG",31225 La Baya Drive #115,Westlake Village,CA,91362,6037,,,Los Angeles,34.1567,-118.8032,,0,,https://www.greatschools.org/california/westlake-village/23228-Yerba-Buena-Day-Care-Center/,,,9.910405507847940
624446,BB080150,19647337092760,Partners In Learning,"Partners In Learning, a private school located in Agoura Hills, CA, serves grades PK-K in the .",private,"PK,KG",5251 Chesebro Road,Agoura Hills,CA,91301,6037,(818) 865-8600,,Los Angeles,34.144993,-118.739098,,0,http://www.partnersinlearningpre.com/,https://www.greatschools.org/california/agoura-hills/24446-Partners-In-Learning/,,,9.972920576136800
615457,A0307265,56737597099765,"Montessori One, Inc. School","Montessori One, Inc. School, a private school located in Westlake Village, CA, serves grades PK-K in the .",private,"PK,TK,KG",620 Triunfo Canyon Road,Westlake Village,CA,91361,6111,(805) 777-8833,,Ventura County,34.157578,-118.835304,,0,,https://www.greatschools.org/california/westlake-village/15457-Montessori-One-Inc.-School/,,,10.060773981880800
633181,A1700535,,Sycamore School,"Sycamore School, a private school located in Malibu, CA, serves grades K-8 in the .",private,"KG,1,2,3,4,5,6,7,8",3504 Las Flores Canyon Road,Malibu,CA,90265,6037,(310) 456-1980,,Los Angeles County,34.045605,-118.638802,,0,,https://www.greatschools.org/california/malibu/33181-Sycamore-School/,,,10.091476008798600
613711,62100013380,19646831932433,Las Virgenes Adult,"Las Virgenes Adult, a public school located in Calabasas, CA, serves grades Ungraded in the Las Virgenes Unified School District.",public,UG,4111 North Las Virgenes Road,Calabasas,CA,91302,6037,,,Los Angeles,34.134918,-118.7033,Las Virgenes Unified School District,294,,https://www.greatschools.org/california/calabasas/13711-Las-Virgenes-Adult/,,,10.40555880050210
623626,A0770480,,Little Dreamers Ecc,"Little Dreamers Ecc, a private school located in Thousand Oaks, CA, serves grades PK-K in the .",private,"PK,KG",3277 Foothill Drive,Thousand Oaks,CA,91361,6111,(805) 379-3798,,Ventura,34.162457,-118.840111,,0,,https://www.greatschools.org/california/thousand-oaks/23626-Little-Dreamers-Ecc/,,,10.435482868753600
602632,62100002527,19646836099030,Willow Elementary School,"Willow Elementary School, a public school located in Agoura, CA, serves grades K-5 in the Las Virgenes Unified School District.It has received a GreatSchools Rating of 9 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5",29026 Laro Dr.,Agoura,CA,91301,6037,(818) 889-0677,(818) 706-0159,Los Angeles County,34.158623,-118.757835,Las Virgenes Unified School District,294,http://www.willowelementary.org,https://www.greatschools.org/california/agoura/2632-Willow-Elementary-School/,9,2022,10.48007257633560
624804,62100012838,19646830118240,Buttercup Pre-School,"Buttercup Pre-School, a public school located in Agoura Hills, CA, serves grades Ungraded in the Las Virgenes Unified School District.",public,UG,6098 Reyes Adobe Road,Agoura Hills,CA,91301,6037,(818) 597-2153,(818) 597-2156,Los Angeles County,34.16663,-118.788818,Las Virgenes Unified School District,294,http://www.lvusd.org,https://www.greatschools.org/california/agoura-hills/24804-Buttercup-Pre-School/,,,10.660992705084100
602634,62100002529,19646836014823,Yerba Buena Elementary School,"Yerba Buena Elementary School, a public school located in Agoura Hills, CA, serves grades K-5 in the Las Virgenes Unified School District.It has received a GreatSchools Rating of 8 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5",6098 Reyes Adobe Road,Agoura Hills,CA,91301,6037,(818) 889-0040,(818) 889-4732,Los Angeles County,34.16663,-118.788818,Las Virgenes Unified School District,294,http://www.yerbabuenaelementary.org,https://www.greatschools.org/california/agoura-hills/2634-Yerba-Buena-Elementary-School/,8,2022,10.660992705084100
626769,A0900448,,New Village Leadership Academy,"New Village Leadership Academy, a private school located in Calabasas, CA, serves grades PK-6 in the .",private,"PK,KG,1,2,3,4,5,6",4345 Las Virgenes Road,Calabasas,CA,91302,6037,(818) 716-4196,,Los Angeles,34.138638,-118.701241,,0,,https://www.greatschools.org/california/calabasas/26769-New-Village-Leadership-Academy/,,,10.682628903774200
602630,62100002525,19646836093025,Sumac Elementary School,"Sumac Elementary School, a public school located in Agoura, CA, serves grades K-5 in the Las Virgenes Unified School District.It has received a GreatSchools Rating of 8 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5",6050 N. Calmfield Ave.,Agoura,CA,91301,6037,(818) 991-4940,(818) 889-6729,Los Angeles County,34.161385,-118.7556,Las Virgenes Unified School District,294,http://www.sumacelementary.org,https://www.greatschools.org/california/agoura/2630-Sumac-Elementary-School/,8,2022,10.69989809487120
607603,60964001032,56737596093181,Westlake Hills Elementary School,"Westlake Hills Elementary School, a public school located in Westlake Village, CA, serves grades K-5 in the Conejo Valley Unified School District.It has received a GreatSchools Rating of 8 out of 10, based on a variety of school quality measures.",public,"KG,1,2,3,4,5",3333 Med Bow Ct.,Westlake Village,CA,91362,6111,(805) 497-9339,(805) 374-1162,Ventura County,34.167809,-118.826859,Conejo Valley Unified School District,1011,http://www.conejousd.org/whe/,https://www.greatschools.org/california/westlake-village/7603-Westlake-Hills-Elementary-School/,8,2022,10.708663800067100
617601,62100012182,19646830116129,Mariposa School Of Global Education,"Mariposa School Of Global Education, a public school located in Agoura, CA, serves grades K-8 in the Las Virgenes Unified School District.",public,"KG,1,2,3,4,5,6,7,8",6050 N. Calmfield Ave.,Agoura,CA,91301,6037,(818) 707-7144,(818) 707-7624,Los Angeles County,34.161911,-118.75592,Las Virgenes Unified School District,294,http://www.mariposaglobal.org,https://www.greatschools.org/california/agoura/17601-Mariposa-School-Of-Global-Education/,,,10.72926789864170
623623,A0300610,56737597089535,Westlake Montessori School,"Westlake Montessori School, a private school located in Thousand Oaks, CA, serves grades PK-1 in the .",private,"PK,TK,KG,1",228 South Skyline Drive,Thousand Oaks,CA,91361,6111,(805) 495-2962,,Ventura County,34.168308,-118.843147,,0,,https://www.greatschools.org/california/thousand-oaks/23623-Westlake-Montessori-School/,,,10.862982961959600
626855,BB060168,,Arbor Academy,"Arbor Academy, a private school located in Thousand Oaks, CA, serves grades 1-12 in the .",private,"1,2,3,4,5,6,7,8,9,10,11,12",Po Box 3381,Thousand Oaks,CA,91359,6111,(805) 624-6666,,Ventura,34.169998,-118.830002,,0,,https://www.greatschools.org/california/thousand-oaks/26855-Arbor-Academy/,,,10.876138665539900
610563,A9704738,,Children's Learning Center Montessori,"Children's Learning Center Montessori, a private school located in Thousand Oaks, CA, serves grades PK-1 in the .",private,"PK,KG,1",2993 Crescent Way,Thousand Oaks,CA,91362,6111,(805) 495-3903,,Ventura,34.169582,-118.837601,,0,http://www.montessoriclc.net,https://www.greatschools.org/california/thousand-oaks/10563-Childrens-Learning-Center-Montessori/,,,10.90040264953340